#class tools::histo::h1d
#title Ge counts
#dimension 1
#axis fixed 1400 0 1400
#annotation axis_x.title 
#bin_number 1402
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
9888261,9.88826e+06,9.88826e+06,40.052,26.9247
113,113,113,180.263,297.429
89,89,89,222.415,564.214
94,94,94,332.044,1181.95
108,108,108,489.928,2231.18
105,105,105,579.053,3202.15
125,125,125,818.95,5376.52
103,103,103,770.743,5776.54
121,121,121,1032.29,8816.87
97,97,97,928.562,8897.46
115,115,115,1213.65,12818
98,98,98,1127.85,12988.7
106,106,106,1323.47,16531.5
100,100,100,1355.63,18384.3
113,113,113,1638.59,23770.1
108,108,108,1674,25957.3
126,126,126,2087.67,34601.5
104,104,104,1818.83,31816.7
112,112,112,2069.65,38254.1
118,118,118,2300.53,44861.6
111,111,111,2276.27,46689.5
121,121,121,2605.24,56102.9
120,120,120,2701.34,60819.5
122,122,122,2869.19,67488.7
128,128,128,3137.19,76899.6
112,112,112,2854.63,72767.7
119,119,119,3157.91,83813.8
117,117,117,3219.63,88606.9
97,97,97,2766.24,78895.4
102,102,102,3008.22,88728.4
113,113,113,3445.57,105071
115,115,115,3620.52,113993
106,106,106,3443.17,111851
96,96,96,3214.13,107618
100,100,100,3452.57,119211
103,103,103,3655.14,129717
125,125,125,4565.27,166744
137,137,137,5131.66,192230
101,101,101,3885.03,149449
107,107,107,4227,166996
101,101,101,4087.64,165442
121,121,121,5019.54,208241
114,114,114,4850.31,206375
116,116,116,5044.4,219371
110,110,110,4891.2,217498
126,126,126,5735.27,261069
127,127,127,5904.1,274485
116,116,116,5514.3,262143
121,121,121,5865.9,284380
136,136,136,6732.41,333285
117,117,117,5910.72,298614
150,150,150,7717.64,397091
162,162,162,8512.11,447271
108,108,108,5776.24,308944
128,128,128,6976.05,380208
148,148,148,8215.19,456024
133,133,133,7518.66,425050
148,148,148,8512.36,489609
168,168,168,9832.13,575435
159,159,159,9460.37,562896
179,179,179,10825.8,654752
174,174,174,10694.3,657311
162,162,162,10120.1,632216
161,161,161,10217.8,648486
174,174,174,11224.2,724057
163,163,163,10675.1,699139
187,187,187,12429.4,826164
193,193,193,13026.9,879289
195,195,195,13355.4,914715
201,201,201,13967.9,970677
196,196,196,13816.2,973939
201,201,201,14375.6,1.02817e+06
214,214,214,15518.6,1.12538e+06
220,220,220,16169,1.18836e+06
231,231,231,17213.8,1.28276e+06
228,228,228,17213.9,1.29966e+06
213,213,213,16286.8,1.24537e+06
217,217,217,16818.7,1.30356e+06
261,261,261,20494.2,1.60926e+06
236,236,236,18763.6,1.49186e+06
452,452,452,36496.6,2.94696e+06
324,324,324,26335.2,2.14061e+06
186,186,186,15349.4,1.26671e+06
203,203,203,16954,1.41598e+06
212,212,212,17908.9,1.51289e+06
208,208,208,17797.8,1.52291e+06
177,177,177,15311.1,1.32447e+06
214,214,214,18726.5,1.63871e+06
200,200,200,17701.2,1.56669e+06
198,198,198,17721.7,1.58618e+06
213,213,213,19276.7,1.74458e+06
208,208,208,19025.6,1.74027e+06
216,216,216,19973.3,1.84693e+06
193,193,193,18050.2,1.68814e+06
215,215,215,20323.5,1.92116e+06
205,205,205,19582,1.87053e+06
210,210,210,20263.1,1.95522e+06
232,232,232,22620.1,2.20549e+06
232,232,232,22848,2.25015e+06
235,235,235,23379.2,2.32593e+06
229,229,229,23007.3,2.31153e+06
244,244,244,24769.1,2.5144e+06
253,253,253,25928.4,2.65726e+06
293,293,293,30327.1,3.13904e+06
267,267,267,27899.8,2.91538e+06
296,296,296,31229.2,3.29483e+06
270,270,270,28754.7,3.06237e+06
276,276,276,29669.1,3.18935e+06
277,277,277,30056,3.26126e+06
289,289,289,31641.6,3.46436e+06
306,306,306,33813,3.73637e+06
303,303,303,33779.1,3.7658e+06
319,319,319,35886.2,4.03707e+06
301,301,301,34157.5,3.87623e+06
304,304,304,34811.8,3.98642e+06
298,298,298,34415.5,3.9746e+06
309,309,309,35987.3,4.19124e+06
327,327,327,38425.7,4.51543e+06
309,309,309,36615.7,4.33889e+06
322,322,322,38487.8,4.60036e+06
320,320,320,38556.7,4.64572e+06
388,388,388,47176.8,5.73625e+06
1360,1360,1360,166013,2.0265e+07
186,186,186,22973.1,2.83745e+06
172,172,172,21411.6,2.66545e+06
174,174,174,21840.2,2.74137e+06
181,181,181,22900.1,2.89733e+06
182,182,182,23208,2.95942e+06
185,185,185,23773.2,3.05497e+06
185,185,185,23962.4,3.10378e+06
172,172,172,22450.2,2.9303e+06
191,191,191,25121.7,3.30421e+06
171,171,171,22655.9,3.0017e+06
196,196,196,26165.2,3.49296e+06
167,167,167,22459.1,3.02043e+06
163,163,163,22090.7,2.99387e+06
170,170,170,23206.8,3.168e+06
174,174,174,23929.2,3.29085e+06
181,181,181,25069.2,3.4722e+06
179,179,179,24971.2,3.4836e+06
182,182,182,25573.9,3.59355e+06
149,149,149,21083.2,2.98324e+06
158,158,158,22516.9,3.20896e+06
193,193,193,27693.8,3.97384e+06
150,150,150,21668.5,3.13016e+06
154,154,154,22402.7,3.25898e+06
159,159,159,23299.2,3.41418e+06
170,170,170,25074.9,3.69854e+06
154,154,154,22868.4,3.39587e+06
166,166,166,24818,3.71046e+06
163,163,163,24533.9,3.69273e+06
159,159,159,24087.7,3.64918e+06
159,159,159,24239.8,3.69542e+06
157,157,157,24100.9,3.6997e+06
141,141,141,21781.7,3.36486e+06
165,165,165,25662.2,3.99122e+06
164,164,164,25663.5,4.01595e+06
168,168,168,26461.9,4.16805e+06
153,153,153,24244.7,3.84189e+06
159,159,159,25358.3,4.0443e+06
162,162,162,25999.8,4.1728e+06
138,138,138,22285.5,3.59888e+06
156,156,156,25353.2,4.12044e+06
157,157,157,25675.5,4.19895e+06
161,161,161,26491.4,4.35898e+06
148,148,148,24497.1,4.0548e+06
145,145,145,24140.7,4.01914e+06
143,143,143,23954.5,4.01272e+06
152,152,152,25610.1,4.315e+06
155,155,155,26273.6,4.45357e+06
162,162,162,27614.5,4.70717e+06
152,152,152,26073.2,4.47247e+06
155,155,155,26741.6,4.61365e+06
148,148,148,25675.3,4.45422e+06
132,132,132,23032.2,4.01882e+06
127,127,127,22282.6,3.90957e+06
145,145,145,25590.5,4.51638e+06
161,161,161,28574.4,5.07142e+06
135,135,135,24098.4,4.30174e+06
157,157,157,28185.6,5.06008e+06
151,151,151,27257.6,4.92039e+06
149,149,149,27051.5,4.91131e+06
130,130,130,23724.3,4.32957e+06
146,146,146,26798.1,4.91877e+06
147,147,147,27127.4,5.00612e+06
164,164,164,30412.4,5.63973e+06
149,149,149,27790.7,5.1834e+06
136,136,136,25499.9,4.78123e+06
184,184,184,34679.6,6.53627e+06
